video_Id,comment,label,,
u97vScib2p4,"Salut jb, merci pour la vidéo  . 
Fait la meme chose pour iPad se serais super, j’ai envie que les gens voient à quelle point l’iPad pro M1 est exceptionnel !!!!",0,,
u97vScib2p4,Salut tu pourrais faire pareil mais pour les Apple Watch,0,,
u97vScib2p4,Merci JB pour ses conseils,0,,
u97vScib2p4,Est-ce que tu pense que l'écran du prochain Macbook Air M2 sera meilleurs ou pareil ?,0,,
u97vScib2p4,Quelle model de  disque dur externe tu nous conseillerais et comment utiliser ce ssd car on m’a dis que sur iOS y’a une manip à faire merci pour t’es vidéos,0,,
u97vScib2p4,J'ai une question : c'est Quoi l'équivalent pc du M1 max,1,,
u97vScib2p4,"C'est marrant mais pour une question de ""style"", je pencherais plus sur un Macbook Pro M1 qu'un Macbook Air M1. Je ne suis pas fan du style du Macbook Air depuis longtemps, c'est même ce critère là qui m'avait fait choisir mon Macbook Actuel, un ""vieux"" mi-2015 qui commence à sentir le poids de l'âge ..",1,,
u97vScib2p4,Moi j’ai commandé la Mac mini !!,0,,
u97vScib2p4,Ce Pro Display XDR me fera toujours autant bandé,0,,
u97vScib2p4,"Je suis bien d’accord avec toi , le MacBook Air M1, me satisfait au plus haut point.",1,,
u97vScib2p4,"Merci pour la vidéo 
Le problème avec la puce M1 c'est l'obligation de choisir un modèle avec un gros espace de stockage (hors de prix).
J'ai le mac mini M1 16 go de ram et 256 go de SSD qui est très rapide mais lorsque je branche un disque externe la vitesse devient ridicule!
Avis aux potentiels acheteurs, ne faites pas la même erreur...",1,,
u97vScib2p4,En espérant que tu réponde vas tu faire une vidéo smillèrent pour les iPads ?,0,,
u97vScib2p4,"Bonsoir, je suis graphiste et webdesign, j'utilise photoshop et illustrator, pour les site web j'utilise  wordpress, que se que vous me conseiller comme mac",0,,
u97vScib2p4,"JB, sans parler du SSB, les 16Go de RAM sur MBA tu conseilles ou c’est accessoire?
(notamment pour du lightroom)",0,,
u97vScib2p4,"Autant sur Mini et (surtout) MBA je trouve que le M1 a toute sa place, autant sur l’iMac j’ai pas compris",0,,
u97vScib2p4,"J'utilise le MacBook Air M1 avec 16Go de ram depuis plus de 6 mois pour du développement web et il est juste excellent, les M1 classiques vont convenir à la très grande majorité",1,,
u97vScib2p4,vidéo encore au top JB,0,,
u97vScib2p4,Mrc JB,0,,
u97vScib2p4,Super guide ! Vidéo toujours super sur quel Mac choisir,0,,
u97vScib2p4,tu es le meilleur JB !,0,,
u97vScib2p4,Merci pour cette vidéo !,0,,
u97vScib2p4,"Salut JB, ça serait cool une vidéo quelle IPAD choisir fin 2021/ début 2022 ;)",0,,
u97vScib2p4,un peu deg d'avoir acheté un Macbook Pro M1 l'année dernière pour voir ce dernier dépassé au bout d'un an,0,,
u97vScib2p4,JB tu assure toujours est bien explique tu as convaincu beaucoup de personnes à acheter des Mac dont moi cette année merci à toi pour cette année force à toi et continue lâché rien,0,,
u97vScib2p4,"Petit message au cas ou un futur étudiant en médecine passe par là, prend un ipad. Genre vraiment et oses le 12,9 pouces ça ressemble a une feuille a4, plus naturel",0,,
u97vScib2p4,"J'ai récemment acquis le Macbook Pro 13 pouces M1 entrée de gamme, et je dois dire qu'il dépasse déjà toutes mes attentes, pourtant j'avais un MacBook Pro 13 pouces de 2017 avec 8go de ram et 128Go de stockage (le stockage me gênait un peu à vrai dire) i5 2,3 GHZ qui envoyait déjà du pâté selon moi avec l'utilisation que j'en avais :)

Superbe vidéo dans tous les cas !",1,,
u97vScib2p4,toujours mon ptit imac 2010 sous monterey j'arrive pas a m'en separer,0,,
iEGTwCkUU5Y,"Par contre je crois pas que le sujet batterie et autonomie ai été abordé..  
On reste sur les excellentes scores du M1 ?",1,,
iEGTwCkUU5Y,Sympa ce petit riff de guitare !,0,,
iEGTwCkUU5Y,"Salut. Je suis aller regarder chez boulanger à quoi correspond un 13 et 14 pouces d'autres marques et c'est vraiment petit. Moi qui voyage beaucoup (hors covid) peut tu me dire si le poid d'un 16 pouces serait un handicap pour le prendre en cabine et le prendre partout... Quand je suis à Saigon par exemple j'aime bien aller au starbuck et Highland coffee, me poser avec mon pc et travailler mes photos. Mais voilà je ne sais pas lequel choisir en fonction du poid... Merci^^",0,,
iEGTwCkUU5Y,"Si j’ai bien compris, tu n’utilises plus le MAC mini avec ton écran Pro Display XDR ? Tu utilises désormais le MAC Book Pro M1Max que tu connectes au Pro Display XDR en tant qu’écran externe ?",1,,
iEGTwCkUU5Y,J’ai une question est ce qu’il faut prendre un mac avec m1 pro mais avec plus de cœurs ou un mac m1 max mais sans amélioration ?,1,,
iEGTwCkUU5Y,13:01 The river is rising de Slash. Super gouts musicaux!,0,,
iEGTwCkUU5Y,"Salut et merci pour cette vidéo très interessante..
Je vais recevoir la même configuration que toi (avec Final Cut Pro en + / 5758,99 euros) après des semaines d'attente..
Comment l'as-tu reçu.? Chez toi ou dans un Apple Store.? ..car moi, ils ne me proposaient que la livraison à domicile..
Et clairement, je flippe de le recevoir en miettes ou même de ne pas le recevoir du tout.. 
Merci d'avance pour ta réponse..",0,,
iEGTwCkUU5Y,"Ce port MagSafe est vraiment inutile, 4 ports Thunderbolt auraient été plus mieux bien.",1,,
iEGTwCkUU5Y,C’est M1 Pro pas max,0,,
iEGTwCkUU5Y,"Vidéo bien faite. Et t'es super mignon. ;) J'aimais bien la TouchBar, pratique avec Logic Pro.",0,,
iEGTwCkUU5Y,Voir un peu plus loin...,1,,
iEGTwCkUU5Y,"Est-ce que tu confirmerais donc qu'un photographe, si poussée soit sa pratique, mais n'étant absolument pas vidéaste, ne verra pas de différence entre M1 Pro et M1 Max (les deux avec 32GO de ram unifiée) ?",1,,
iEGTwCkUU5Y,Bonne vidéo. Je souris néanmoins de t'entendre parler d'investir à plus long terme quand tu viens de nous dire 2 minutes plus tôt que tu as changé 4 fois de portables en 2 ans......,1,,
iEGTwCkUU5Y,"Très bonne vidéo et sur le point de prendre un M1 Max ! Par contre, dire qu'il n'a pas de limites je ne suis pas totalement d'accord... là tu fais surtout du montage vidéo qui ne demande pas trop de puissance (tout est relatif). Mais mets toi sur un Cinema 4D ou un Blender avec un bon rendu des familles... c'est pas la même  

Sinon je suis curieux d'avoir ton retour d'expérience sur des écrans 6K. Mon iMac est en 5K et je trouve ça frustrant de perdre en qualité d'image quand on veut regarder des vidéos en full screen. Je parle du fait que la plupart des vidéos que l'on regarde se limite souvent à de la 4K et du coup on perd en piqué... ça doit être encore moins net sur un 6K  ",1,,
iEGTwCkUU5Y,Purée si on avait un meilleur processeur graphique je l’aurais pris sans hésité. Il est parfait en tout point mais j’aurais aimé avoir une puce Nvidia dans ce pc,0,,
iEGTwCkUU5Y,"Bonjour    cela n'a rien à avoir mais tu utilise quel chargeur USB-C pour recharger un Ipad Pro 12.9  Apple ,Belkin 18 watts ,20 watts 30 watts       Merci pour ton retour",0,,
iEGTwCkUU5Y,"J'adore l'excuse du ""long terme"" pour justifier un tel achat   ... Problème de riche. Un M1 pro suffit très largement pour une exploitation Youtube, alors chacun ses usages mais lâcher 5k€ dans un PC pour un export de 2min en moins c'est pas un vrai argument ... L'idée du double screen XDR why not, vu ton secteur d'activité c'est justifiable",0,,
iEGTwCkUU5Y,tu devrais faire le comparatif m1 vs max vs pro vs intel,1,,
iEGTwCkUU5Y,"Bonjour, pourrais-tu faire une vidéo comparatif entre l’iPhone 12 et le 13 mini s’il te plaît car les deux sont au même prix et je ne sais pas lequel prendre ! Merci d’avance",1,,
iEGTwCkUU5Y,Merci pour cette vidéo. Super produit mais qui effectivement ne me correspond pas mis à part peut être garage band pour aller plus loin…,0,,
iEGTwCkUU5Y,Touchbar c’était trop bien. Ce serait bien de la proposer en option au moins,0,,
iEGTwCkUU5Y,quel  deuxieme ecran ?,0,,
iEGTwCkUU5Y,"vidéo génial merci ! mais j'ai une question pourquoi tu critique l'encoche, les ports etc... alors que sur la première vidéo 14'' tu l'adore ?",1,,
iEGTwCkUU5Y,"Incroyable la vidéo mais j'ai une question et est ce que quelqu'un en commentaire pourrait me répondre svp.
Est-ce que il faut prendre un macbook m1 max pour faire tourner un stream sur obs en 1080p60fps ou un m1 pro suffirait largement merci d'avance pour vos réponses",0,,
iEGTwCkUU5Y,"Top, c’est quoi tes SSD ?",0,,
iEGTwCkUU5Y,avoir une vision à long terme c'est moyen comme argument quand on voit à qu'elle vitesse les machines évolues. Encore bravo pour t'es vidéo c'est tjs un plaisir de te regarder et de t'écouter. continue comme ça tu me régale.,1,,
iEGTwCkUU5Y,"Ah, si seulement Julien Rochedy avait la moitié de tes qualités, quel duo d'enfer vous aurez fait !",0,,
iEGTwCkUU5Y,"Pas parlé non plus des ventilateurs. Presque sûr que pendant ces trois-quatre heures, le mac ne faisait pas ou peu de bruit !

Vraiment le gros plus pour moi qu'à les puces M1",1,,
iEGTwCkUU5Y,"Tu peux tester les limites du M1 Max en allant dans le dossier d'applications et tout lancer d'un coup. Sur mon Macbook pro m1 2020 premier prix il a fallu 4 minutes pour arriver sur un écran rose et un redémarrage forcé. En même temps, 102 applications avec 8Go de RAM il fallait s'y attendre ^^",1,,
iEGTwCkUU5Y,peut etre l'encoche est là pour les futurs macbook avec face ID et preparer ainsi sa clientele à cela,0,,
iEGTwCkUU5Y,"Une vraie bête, merci. 
J'attends le mien demain avec une certaine impatience  ",0,,
iEGTwCkUU5Y,"“M1 Pro c’est très rapide très puissant, M1 Max c’est encore plus rapide et encore plus puissant”. Merci
On dirait du discours d’Apple : “C’est le meilleur MacBook jamais créé par Apple”",1,,
iEGTwCkUU5Y,"Hello, merci beaucoup pour ton éclairage ! je suis dans la réalisation vidéo, je travail essentiellement sur Final Cut ! Tu penses que la version Pro Max avec 32GO de RAM est suffisante pour avoir une parfaite fluidité pour les montages en 4K avec colorimétrie poussée etc. Ou vaudrais mieux passer à la version 62GO de RAM ? D'ailleurs je suis un peu perdu sur ce qui compte vraiment entre le nombre de RAM ou le fait que ce soit M1 PRO ou M1 MAX ? Merci d'avance pour ton retour",1,,
iEGTwCkUU5Y,"Entièrement d’accord sur le fait qu’il faut se projeter sur quelques années , perso j’ai opté pour la M1 pro 13 pouces alors que je visait le MacBook Air M1 en remplacement de ma version 2015 (ouf il était temps  ) et oui 6 ans de loyaux services . Si on pouvait en changer tout les 6 mois comme toi    . Donc très bon conseil  
Et la guitare on en redemande à chaque vidéo , ça nous plonge dans une ambiance de détente  ",1,,
iEGTwCkUU5Y,Surtout le prix,0,,
iEGTwCkUU5Y,"Pour info, concernant les menus en plein écran, dans les paramètres « dock et barre des menus » en bas il faut cocher « masquer/afficher automatiquement la barre des menus en plein écran ». Tadaaaaa. Bon l’encoche est toujours là mais perso, elle ne me gêne absolument pas. Au top t’es vidéo, continue comme ça",1,,
iEGTwCkUU5Y,Ce pc je laurai seulement quand il sera obsolette. Juste par son prix. Pg,0,,
iEGTwCkUU5Y,"Merci pour tes 2 vidéos concernant les nouveaux MacBook pro 14 et 16, j'aimerais cependant avoir ton avis concernant l'aspect pratique au quotidien, à puissance égale tu opterait pour la version 16 ou 14 pouces ?",1,,
iEGTwCkUU5Y,"Bon après pour le passage avec le magsafe au pire tu prend un hub usb à la caldigit ts3 +, et hop ta tout les ports qu’il te faut pour brancher tes 4 ssd externe ( qui en soit son énorme ).

#PowerUser",0,,
iEGTwCkUU5Y,"3:41 ""Les cons d'ta race sont ext... ""  ",0,,
iEGTwCkUU5Y,"Juste un truc: le son de fond est un enfer, les petits bruits (on dirait des sonneries de notifications) rendent fou!",0,,
iEGTwCkUU5Y,"Hello jb , tu pourrais faire une vidéo sur quelle AirPods acheter fin 2021 (une comparaison AirPods 2,3 et pro ) ce serait pour choisir lequelles acheter pour Noël s’il te plaît 
Sinon super vidéo  ",0,,
iEGTwCkUU5Y,Ça n'a pas peut-être pas de rapport mais prenez-vous que Apple va sortir un nouveau casque pour remplacer celui qu'ils ont sorti il y a une année ??? Si oui ça va sortir quand ???,0,,
iEGTwCkUU5Y,"je pense que le M1 Max c'est pour ce ceux qui bossent par ex sur FCPX avec kazi que des fichier Raw ( Pro Res ) , les autres M1 et M1 Pro ca le fait sans pb",1,,
iEGTwCkUU5Y,"Le magsafe aurait été pertinent sur le MBP M1 13"", mais sur une machine vraiment dédiée aux pros il ne sert pas à grand chose.",1,,
iEGTwCkUU5Y,La I9 est bonne quand même je suis encore sur core2duo,0,,
iEGTwCkUU5Y,J’aime bien quand tu testes les produits apple car tu compares ceux qui sont destinés aux pros et aux lambda et c’est génial.,0,,
iEGTwCkUU5Y,"Bonjour, d'abord bravo pour ta chaîne YOUTUBE. j'ai une question concernant le XDR, as tu déjà connecté un LAPTOP Microsoft dessus? Est il propriétaire MAC? Donc non compatible PC? Merci d'avance pour ton retour",1,,
iEGTwCkUU5Y,le youtubeur le plus objectif de France,0,,
iEGTwCkUU5Y,"C clair qu'on a pas tous les mêmes cadeaux pour Noël, mais au final l'écran est trop petit même s'il est super qualité, le clavier... Pareil, pas de graveur blu-ray pour la 4k, tout est critique si justement cette machine n'est pas upgradable, a ce prix y'a même pas la recharge sans fil. Tu branches en filaire un grand ecran alors qu'un téléphone mobile peut le faire sans fil. Y'aurait il des limites aux sorties des ports qui ne permettraient peut-être pas un transfer suffisant pour les reconvertir vers une autre utilisation ? Montrer des images de fils qui traînent, pour ce prix... Bof",1,,
iEGTwCkUU5Y,Bonne vidéo mais par contre je ne crois pas que Centerstage soit disponible sur tous les iPad ( IPad Air 4th ),1,,
iEGTwCkUU5Y,"Merci pour ta vidéo ! Je reçois le mien d'ici janvier (2 mois de livraisons...haha..), j'ai également pris la config max mais 14 pouces 1TO de SSD, et j'ai hâte. Déjà juste le temps de rendu de mes exports va me faire gagner un temps fou (actuellement je suis sur un MacBook Pro 2018, ça fonctionne mais les limites sont tellement vite atteinte pour les projets pro).",1,,
iEGTwCkUU5Y,"Je suis pas du tout dans la clientèle d'un MacBook et pourtant je regarde cette vidéo du début à la fin avec grand plaisir pour la culture technologique, c'est un vrai bonheur à chaque fois de s'informer avec toi. Merci !",0,,
iEGTwCkUU5Y,Tu me fais penser à un clochard devant le McDo qui est sans cesse en train de réclamer des choses c’est très fatiguant,0,,
iEGTwCkUU5Y,"Ce nouveau mac a l’air fou et je vais définitivement l’acheter! J’attendrai juste de le trouver d’occasion, sachant qu’Apple bénéficie toujours de l’esclavage Ouïgours. Je ne veux juste pas leur donner d’argent et je dois dire que je suis assez choqué que personne n’en parle dans les commentaires…",0,,
iEGTwCkUU5Y,Alors l'iPad Pro M1 n'est donc plus puissant,0,,
iEGTwCkUU5Y,"Bonsoir chère Mr j’espère que vous allez bien ? Svp pourrez-vous faire une tutoriel  
Comment faire une miniature merci d’avance",0,,
iEGTwCkUU5Y,"Euuh.....comment tu agrandis la corbeille (en nombre de Go pas le logo) ? Parce que quand tu jettes ne serait-ce qu'un tout petit morceau de vidéo....à 2,2go....elle hurle !
Bon la vidéo est sympa - sympa, mais c'est pas pour moa....le bijou coûte plus cher que ma bagnole !",0,,
iEGTwCkUU5Y,5000 ????? Rien ne justifie un tel prix. C'est de pire en pire XD,0,,
iEGTwCkUU5Y,"Salut JB ! Merci pour le morceau de guitare... Bien la vidéo ! J'ai commandé mon 16"" avec le 10/32 - 32Go - SSD 1To je n'ai ps pris la 64Go car la mémoire n'est pas utilisée de la même manière que sur les Intel, j'espère que je ne le regretterai pas ! J'ai donc pris 32Go - de plus 1To c'est cool pour bosser puis exporter mon travail sur mes serveurs (j'ai un serveur avec 72To de stockage et un autre avec 25To)... Si j'ai donc bien compris on vas avoir de la puissance à revendre... je me suis fait la même réflexion que toi actuellement je bosse sur de la 4k24ims en 422 - 10 bits, alors qu'il y a deux ans je faisais des vidéos en 1080, dieu sait ce que je ferais dans 2 ans ? Je me suis donc dis 10/32 c'est logiquement mieux que 10/24 - 32Go de ram c'est mieux que 16 (sur le Mac mini 16Go c'est un poil juste) donc normalement mon 16"" 10/32 -32go de ram avec un ssd 1To çà devrait faire le taf !
Vivement que je reçoive ce pure-sang !
Cordialement
Michel de studio 69",1,,
iEGTwCkUU5Y,"5k€ mdr vaut mieux prendre un alienware x17 pour le même prix tu a 5x les performances facile que ce soit en gpu stockage en lecture tout en faites  
Vraiment nul apple toujours aussi cher si tu fais du montage 3d je te conseille largement un alienware tu a des vrai gpu, ""m1 max pas de limite"" fait moi un truc en 3d tu et très apple je trouve fait un comparatif alienware vs apple pour voir a qu'elle point apple ce fout de nous et le pire c que l'alienware et plus fin et un tout petit peu plus lourd  ",1,,
iEGTwCkUU5Y,"Entre 3000€ et 4000€, à ce prix là, j'espere qu'il a une fonction coquine, xd",0,,
iEGTwCkUU5Y,"Le design du Macbook Pro 16"""" précédent est bien plus joli. Comme ses iPhone, Apple épaissit aussi ses Macbook.",1,,
iEGTwCkUU5Y,"Comme par hasard la pub qui coupe la vidéo est une pub pour…..



Porsche, tout s’explique  ",0,,
iEGTwCkUU5Y,"Tu es le seul à deplorer la perte d’un port Thunderbolt, et ça dans le monde pro c’est pas rien! Merci   bonne vidéo",0,,
AKE9EY2RGo4,"Bonjour, pourrais-tu faire une vidéo comparatif entre l’iPhone 12 et le 13 mini s’il te plaît car les deux sont au même prix et je ne sais pas lequel prendre ! Merci d’avance",0,,
AKE9EY2RGo4,"La plupart des ""nouveautés"" présenté sont déjà sur mon ZenFone 8 Flip sous Android 11... (Genre épinglage  du lecteur multimédia, le menu pour streamer, l'intégration de Lens dans l'appareil photo natif,  la personnalisation du bouton on/off avec appuie double, long...)",1,,
AKE9EY2RGo4,"Sur Samsung A52, la nouvelle version de Android sera disponible quand?",1,,
AKE9EY2RGo4,Est ce que sur les s21 ultra y a aussi ces options ?,1,,
AKE9EY2RGo4,Je n'ai jamais les vidéos YouTube dans l'interface multimédia du centre de contrôle. Ça marche bien pour les musique Spotify par contre. Je dois faire quelque chose ? Merci d'avance et merci pour cette vidéo :),0,,
AKE9EY2RGo4,,0,,
AKE9EY2RGo4,Tu devrai parlé de Bixby Routines cette option Samsung est incroyable,0,,
AKE9EY2RGo4,C'est pas pareil avec Samsung?,0,,
AKE9EY2RGo4,"Bonjour excusez-moi 
Je voudrais vous demandez je suis chez Apple mais voulant changer de téléphone ( j’ai aussi un iPad) 
Et j’hésite à passé chez Samsung mais j’ai lue que leur téléphone était sous maj pendant 3 ans (seulement ) 
J’ai un budget d’environ 300 à 450€ prouver vous me conseiller je vous remercie d’avance  ",1,,
AKE9EY2RGo4,"J'aimerais que tu fasses un sondage auprès de tes abonnés pour savoir sil y en a qui n'utilisent pas de pochettes de protection. Je dis ça car j'en ai toujours utilisé et j'ai toujours cassé mon téléphone après un an. Le seul que je n'ai pas cassé est mon pixel 5 et étrangement je n'ai jamais mis aucune protection. Du coup, j'y fait beaucoup plus attention. Je trouve ridicule de faire de beaux téléphones minces, d'utiliser cet argument pour la vente et ensuite de mettre un gros case laid.",1,,
AKE9EY2RGo4,"2 autres astuces très intéressantes : dire à Google assistant Lis la page. Google va lire entièrement une page web à haute voix, c'est pratique quand on veut l'écouter en faisant autre chose. 2e astuces, on peut copier-coller du texte dans un document sur un ordinateur, mac ou pc, si on est connecté à notre compte avec Chrome. Tu fait copier vers le nom de ton ordi et ensuite, commande C ou ctrl C sur l'ordinateur.",1,,
AKE9EY2RGo4,Y’a une fonction d’énoncer la sélection ou pas ?,0,,
AKE9EY2RGo4,Ouais globalement ils ont copié iOS… XD,0,,
AKE9EY2RGo4,#freepalestine,0,,
AKE9EY2RGo4,Est-ce possible de faire des enregistrements d’écran sur Netflix avec iOS ???,0,,
AKE9EY2RGo4,Samsung a une mode bcp plus intéressante pour l'utilisation à une main. Je trouve pas très pratique celle de la vidéo car on perd du détail etc personnellement. Après pour l'activer c'est pareil.,1,,
AKE9EY2RGo4,Le truc de l'interface samsung propose l'utilisation à une main depuis longtemps,0,,
AKE9EY2RGo4,"hello  JB,  merci pour ces astuces que certaine je ne connaissais pas , c'est vrais que pour un assistant mobile comme le pixel 6 pour ma part et android 12 , ca marche du feu de dieux . tu es toujours au top , continu comme ca !",1,,
AKE9EY2RGo4,Eh JB t'es un vrai petit génie !,0,,
AKE9EY2RGo4,"Retourner le téléphone pour ne pas que l'entourage voit les notifs, c'est une chose. Mais mettre son téléphone dans la poche lorsque tu es en communauté c'est encore mieux.",0,,
AKE9EY2RGo4,Trop bien ces astuces je kiffe toujours quand tu en donnes.,1,,
AKE9EY2RGo4,A 1.05min c'est possible sur Samsung depuis 2020 en plus la plupart des ses fonctionnalités sont aussi disponibles vive Samsung,1,,
AKE9EY2RGo4,Bonjour ça va arriver sur Oppo ?,0,,
AKE9EY2RGo4,0:53 tu connais pas le mode a une main sur Android ça existe depuis des années,1,,
AKE9EY2RGo4,C'est quand que les autre Android auront Android 12,1,,
AKE9EY2RGo4,Moi j'ai l'android 12!!!!!,1,,
