,video_Id,comment,label
14,u97vScib2p4,Le problème du Macbook air M1 c'est qu'il chauffe assez vite si on veut faire du montage vidéo par exemple (je dirais au bout de 40 minutes). C'est dommage d'avoir une baisse de performance en si peu de temps.,1.0
15,u97vScib2p4,"Salut JB!
Je suis actuellement en train de craquer pour un petit bijou d'écran, le Galaxy Odyssey G9 de 49"" !
Si jamais vous vous ennuyez ( ) n'aimeriez-vous pas le tester pour nous ??
PS : continue comme ça tes vidéos sont géniales !",1.0
16,u97vScib2p4,Je suis équipé du M1 complet avec le MacBook Pro et l'IMac ; et pour la retouche photo j'en suis ravi (je suis photographe).,1.0
17,u97vScib2p4,Votre empreinte carbone doit être horrible :-(,0.0
18,u97vScib2p4,"Bonjour Jean Barde
Bon alors pour commencer tu dis que tu es musicien alors que la dernière vidéo où tu as mis de la bonne musique était celle de l'imac pro c'est dommage que tu ne nous laisse pas en profiter hhh et puis autre chose 10:20 le 14 pouces m1 max ça n'existe pas lol oui si j'allais vérifier hhhhhh et merci super vidéo moi je reste sur mon air m1 c'est super purée je deteste les fans
bon courage pour les autres vidéos ^^ bye <3",1.0
19,u97vScib2p4,J'attends le nouveau MacBook air j'espère qu'il sortira en 2022,1.0
20,u97vScib2p4,Le M1 correspond bien à mes besoins mais je préfère le 14 pouces au 13 pouces,1.0
21,u97vScib2p4,"Je pense prendre soit le mb 13 soit le Air..
Sans le ventilateur .. il se peut qu'il ne se désactive pas avec le temps ??",0.0
22,u97vScib2p4,"N'y a-t-il pas de différence en termes de batterie entre le M1 Pro et le M1 Max (à taille d'écran équivalente) ?
J'imagine que puisque le M1 Max est plus puissant, la batterie devrait durer un peu moins",1.0
23,u97vScib2p4,"Merci pour ta vidéo, stp tu dis que tu reviens d'Hawaii, tu as fait une quinzaine ?? Quelle difficulté avez-vous rencontré avec le covid là-bas ?? Merci d'avance et félicitations pour vos vidéos",0.0
24,u97vScib2p4,Wow avec cette collection de mac vous devez vous sentir comme chez vous fnac Super guide de sélection !,0.0
25,u97vScib2p4,"J'utilise le MacBook Air M1 avec 16 Go de ram depuis plus de 6 mois pour du développement web et c'est juste excellent, les M1 classiques conviendront à la grande majorité",1.0
26,u97vScib2p4,"J'utilise le MacBook Air M1 avec 16 Go de ram depuis plus de 6 mois pour du développement web et c'est juste excellent, les M1 classiques conviendront à la grande majorité",1.0
27,u97vScib2p4,"Pouvez-vous me conseiller quel mac? à 70% j'ai retouché des photos raw à 45 mégapixels
30% je fais du milticam 5 pistes en 1080p sur mon premier pro donc je suis perdu aide moi a choisir un bon mac pour mon utilisation",0.0
28,u97vScib2p4,"Merci pour la vidéo ! Une petite question le MacBook M1 pro 14"" peut tenir combien de temps sur batterie en retouche photo sur photoshop",1.0
29,u97vScib2p4,Moi tu m'as convaincu sur pas mal de produit comme l'apple watch iphone mac airpods max,0.0
30,u97vScib2p4,"Bonjour, que me conseilleriez vous pour remplacer un mac book pro 2015 svp ?",0.0
31,u97vScib2p4,"Alors, vous voulez savoir quel nouvel IMac sortira ? Je vais pour le jaune, un écran plus grand serait super. Par contre si le prix dépasse les 2000€ je me contenterai sûrement du 24 pouces ou du Mac Mini",0.0
32,u97vScib2p4,"Bonjour . J'ai investi dans le MacBook Pro M1 13 pouces et Wow tu as raison JB c'est une machine de guerre. N'étant pas un pro, ça me suffit. Merci",1.0
33,u97vScib2p4,"N'achetez pas Apple, pas de service pour les clients, ils se moquent de vous ! Annulation de commande, virement perdu, ils m'ont tout fait ! Et pas de réponse c'est la justice qui prend le relais, après discussion je ne suis pas un cas isolé. porter une attention particulière",0.0
34,u97vScib2p4,"Le problème, ce sont les connexions. Il n'y en a pas assez sur un Macbook Air par rapport à un MacBook pro M1 Pro. Alors bon, le meilleur achat serait entre les deux, avec un MacBook Air avec la connectique que peut offrir un MacBook Pro.",1.0
35,u97vScib2p4,"très bonne vidéo +1
""Apple a enfin redonné ses lettres de noblesse au mot pro"" Je ne suis pas vraiment d'accord
dans le *WORLD PRO* on peut changer la plupart des composants ce qui n'est pas le cas, enfin aucun à vrai dire ! (en plus les extensions de stockage sont juste lunaires voire abusives)

Bref il n'y a rien de PRO même pas la puissance brute ou l'écran tactile
très utile pour la productivité de certaines applications comme la cartographie, le synoptique, l'édition rapide, etc.

conclusion *très très bonne machine* pour un cadre qui ne joue pas et recherche la simplicité et monte occasionnellement des vidéos vacances et loisirs


* Personnellement, j'ai une RTX 6000 (24go) qui est donc assez ancienne, elle est quand même capable d'être 3 à 4 fois plus rapide que la M1 MAX la plus rapide sur un gros calcul...",1.0
36,u97vScib2p4,"Salut jb, merci pour la vidéo.
Faire la même chose pour l'iPad serait génial, je veux que les gens voient à quel point l'iPad pro M1 est exceptionnel !!!!",0.0
37,u97vScib2p4,"Salut, vous pourriez faire la même chose mais pour Apple Watch",0.0
38,u97vScib2p4,Merci JB pour ses conseils,0.0
39,u97vScib2p4,Pensez-vous que l'écran du prochain Macbook Air M2 sera meilleur ou le même ?,0.0
40,u97vScib2p4,Quel modèle de disque dur externe me conseillez vous et comment utiliser ce ssd car on m'a dit que sur iOS il y a une manip à faire merci pour vos vidéos,0.0
41,u97vScib2p4,J'ai une question : quel est l'équivalent pc du M1 max,1.0
42,u97vScib2p4,"C'est marrant mais pour une question de ""style"", je pencherais plus pour un Macbook Pro M1 que pour un Macbook Air M1. Je n'ai pas été fan du style du Macbook Air depuis longtemps, c'est même ce critère qui m'a fait choisir mon Macbook actuel, un ""vieux"" mi-2015 qui commence à sentir le poids de l'âge..",1.0
43,u97vScib2p4,J'ai commandé le Mac mini !!,0.0
44,u97vScib2p4,Ce Pro Display XDR me rendra toujours si dur,0.0
45,u97vScib2p4,"Je suis d'accord avec vous, le MacBook Air M1 me satisfait au plus haut point.",1.0
46,u97vScib2p4,"Merci pour la vidéo
Le problème avec la puce M1 est l'obligation de choisir un modèle avec un espace de stockage important (hors de prix).
J'ai le mac mini M1 16go de ram et 256go de SSD qui est très rapide mais quand je branche un disque externe la vitesse devient ridicule !
Avis aux acheteurs potentiels, ne commettez pas la même erreur...",1.0
47,u97vScib2p4,En espérant que vous répondiez allez-vous faire une vidéo plus smiller pour les iPads ?,0.0
48,u97vScib2p4,"Bonsoir, je suis graphiste et webdesigner, j'utilise photoshop et illustrator, pour les sites j'utilise wordpress, vous me conseillez quoi comme mac",0.0
49,u97vScib2p4,"JB, sans parler du SSB, les 16Go de RAM sur MBA vous conseillez-vous ou est-ce accessoire ?
(surtout pour lightroom)",0.0
50,u97vScib2p4,"Autant sur Mini et (surtout) MBA je trouve que le M1 a sa place, autant sur l'iMac je n'ai pas compris",0.0
51,u97vScib2p4,"J'utilise le MacBook Air M1 avec 16 Go de ram depuis plus de 6 mois pour du développement web et c'est juste excellent, les M1 classiques conviendront à la grande majorité",1.0
52,u97vScib2p4,vidéo toujours au top JB,0.0
53,u97vScib2p4,Monsieur JB,0.0
54,u97vScib2p4,Super guide ! Toujours une excellente vidéo sur quel Mac choisir,0.0
55,u97vScib2p4,tu es le meilleur JB!,0.0
56,u97vScib2p4,Merci pour cette vidéo !,0.0
57,u97vScib2p4,"Salut JB, ce serait cool une vidéo quel IPAD choisir fin 2021 / début 2022 ;)",0.0
58,u97vScib2p4,un peu deg d'avoir acheté un Macbook Pro M1 l'année dernière pour voir ce dernier périmé au bout d'un an,0.0
59,u97vScib2p4,JB tu t'assures toujours c'est bien expliqué tu as convaincu beaucoup de monde d'acheter des Mac dont moi cette année merci pour cette année force à toi et continue de ne rien lâcher,0.0
60,u97vScib2p4,"Petit message au cas où un futur étudiant en médecine passe par là, prend un iPad. Genre vraiment et osez le 12,9 pouces on dirait une feuille a4, plus naturel",0.0
61,u97vScib2p4,"J'ai récemment fait l'acquisition du MacBook Pro M1 13 pouces d'entrée de gamme, et je dois dire qu'il dépasse déjà toutes mes attentes, pourtant j'avais un MacBook Pro 13 pouces de 2017 avec 8 Go de ram et 128 Go de stockage (le stockage me gênait un peu). peu à vrai dire) i5 2.3 GHZ qui envoyait déjà un peu de blocage à mon avis avec l'utilisation que j'en avais :)

Super vidéo en tout cas !",1.0
62,u97vScib2p4,toujours mon petit imac 2010 sous monterey je ne peux pas m'en separer,0.0
63,iEGTwCkUU5Y,"Par contre, je ne crois pas que le sujet de la batterie et de l'autonomie ait été abordé..
Reste-t-on sur les excellents scores de M1 ?",1.0
64,iEGTwCkUU5Y,Joli petit riff de guitare !,0.0
65,iEGTwCkUU5Y,"Salut. Je suis allé chez le boulanger pour voir à quoi correspond un 13 et 14 pouces d'autres marques et c'est vraiment petit. Moi qui voyage beaucoup (hors covid) pouvez-vous me dire si le poids d'un 16 pouces serait un handicap pour l'emmener en cabine et l'emmener partout... Quand je suis à Saigon par exemple j'aime aller à le café starbuck et Highland, m'asseoir avec mon pc et travailler sur mes photos. Mais maintenant je ne sais pas lequel choisir en fonction du poids... Merci ^^",0.0
66,iEGTwCkUU5Y,"Si j'ai bien compris, vous n'utilisez plus le MAC mini avec votre écran Pro Display XDR ? Utilisez-vous maintenant le MAC Book Pro M1Max que vous connectez au Pro Display XDR comme écran externe ?",1.0
67,iEGTwCkUU5Y,"J'ai une question, dois-je prendre un mac avec m1 pro mais avec plus de cores ou un mac m1 max mais sans amélioration ?",1.0
68,iEGTwCkUU5Y,13:01 La rivière monte par Slash. Bon goût en musique !,0.0
69,iEGTwCkUU5Y,"Bonjour et merci pour cette vidéo très intéressante.
Je recevrai la même configuration que vous (avec Final Cut Pro à +/5758,99 euros) après des semaines d'attente..
Comment l'avez-vous reçu ? A la maison ou dans un Apple Store.? ..parce qu'ils ne m'ont proposé que la livraison à domicile..
Et clairement, je flippe de le recevoir en morceaux ou même de ne pas le recevoir du tout..
Merci d'avance pour ta réponse..",0.0
70,iEGTwCkUU5Y,"Ce port MagSafe est vraiment inutile, 4 ports Thunderbolt auraient été mieux cependant.",1.0
71,iEGTwCkUU5Y,C'est M1 Pro pas max,0.0
72,iEGTwCkUU5Y,"Vidéo bien faite. Et tu es super mignon. ;) J'ai bien aimé la TouchBar, pratique avec Logic Pro.",0.0
73,iEGTwCkUU5Y,Cherchez un peu plus loin...,1.0
74,iEGTwCkUU5Y,"Confirmeriez-vous donc qu'un photographe, aussi avancé soit-il dans sa pratique, mais qui n'est absolument pas vidéaste, ne verra aucune différence entre M1 Pro et M1 Max (tous deux avec 32 Go de ram unifié) ?",1.0
75,iEGTwCkUU5Y,Bonne vidéo. Je souris cependant de t'entendre parler d'investir à plus long terme alors que tu viens de nous dire 2 minutes plus tôt que tu as changé 4 fois de portable en 2 ans......,1.0
76,iEGTwCkUU5Y,"Très bonne vidéo et sur le point de récupérer un M1 Max ! Par contre, dire que ça n'a pas de limites je ne suis pas tout à fait d'accord... là tu fais surtout du montage vidéo qui ne demande pas trop de puissance (tout est relatif). Mais mettez vous sur un Cinema 4D ou un Blender avec un bon rendu des familles... c'est pas pareil

Sinon, je suis curieux d'entendre vos commentaires sur les écrans 6K. Mon iMac est en 5K et je trouve frustrant de perdre en qualité d'image lorsque je regarde des vidéos en plein écran. Je parle du fait que la plupart des vidéos que l'on regarde sont souvent limitées au 4K et du coup on perd en piqué... ça doit être encore moins piqué sur un 6K",1.0
77,iEGTwCkUU5Y,Purée si on avait eu un meilleur processeur graphique je l'aurais pris sans hésiter. Il est parfait en tout point mais j'aurais aimé avoir une puce Nvidia dans ce pc,0.0
78,iEGTwCkUU5Y,"Bonjour cela n'a rien à voir mais quel chargeur USB-C utilisez vous pour recharger un Apple Ipad Pro 12.9, Belkin 18 watts, 20 watts 30 watts Merci pour vos retours",0.0
79,iEGTwCkUU5Y,"J'adore l'excuse du ""long terme"" pour justifier un tel achat... Problème de riches. Un M1 pro est largement suffisant pour un usage Youtube, donc chacun a ses usages, mais dépenser 5k€ sur un PC pour un export de 2min de moins n'est pas un vrai argument... L'idée du double écran XDR pourquoi pas , considérant que votre secteur d'activité est justifiable",0.0
80,iEGTwCkUU5Y,vous devriez faire la comparaison m1 vs max vs pro vs intel,1.0
81,iEGTwCkUU5Y,"Bonjour, pourriez-vous faire une vidéo comparative entre l'iPhone 12 et le 13 mini svp car les deux sont au même prix et je ne sais pas lequel prendre ! Merci d'avance",1.0
82,iEGTwCkUU5Y,Merci pour cette vidéo. Super produit mais qui effectivement ne me convient pas sauf peut-être garage band pour aller plus loin…,0.0
83,iEGTwCkUU5Y,La barre tactile était trop bonne. Ce serait bien de le proposer en option au moins,0.0
84,iEGTwCkUU5Y,quel second écran ?,0.0
85,iEGTwCkUU5Y,"super vidéo merci ! mais j'ai une question pourquoi vous critiquez l'encoche, les ports etc... alors que sur la première vidéo 14'' vous l'adorez ?",1.0
86,iEGTwCkUU5Y,"Vidéo incroyable mais j'ai une question et quelqu'un dans les commentaires peut-il me répondre s'il vous plaît.
faut-il prendre un macbook m1 max pour faire tourner un stream sur obs en 1080p60fps ou un m1 pro serait largement suffisant merci d'avance pour vos réponses",0.0
87,iEGTwCkUU5Y,"Top, quels sont vos SSD ?",0.0
88,iEGTwCkUU5Y,"avoir une vision à long terme est un argument moyen quand on voit à quelle vitesse les machines évoluent. Encore bravo pour votre vidéo, c'est toujours un plaisir de vous regarder et de vous écouter. continue comme ça tu me fais plaisir.",1.0
89,iEGTwCkUU5Y,"Ah, si seulement Julien Rochedy avait la moitié de tes qualités, quel sacré duo tu aurais fait !",0.0
90,iEGTwCkUU5Y,"Pas mentionné les fans non plus. Quasiment sûr que pendant ces trois-quatre heures, le mac n'a fait que peu ou pas de bruit !

Vraiment le gros plus pour moi que les puces M1",1.0
91,iEGTwCkUU5Y,"Vous pouvez tester les limites du M1 Max en allant dans le dossier des applications et en lançant tout d'un coup. Sur mon Macbook pro m1 2020 premier prix il m'a fallu 4 minutes pour arriver à un écran rose et un redémarrage forcé. En même temps, 102 applications avec 8Go de RAM étaient à prévoir ^^",1.0
92,iEGTwCkUU5Y,peut-être que l'encoche est là pour les futurs macbooks avec face ID et prépare ainsi ses clients à cela,0.0
93,iEGTwCkUU5Y,"Une vraie bête, merci.
J'attends le mien demain avec impatience.",0.0
94,iEGTwCkUU5Y,"""M1 Pro est très rapide, très puissant, M1 Max est encore plus rapide et encore plus puissant"". Merci
Cela ressemble au discours d'Apple : ""C'est le meilleur MacBook qu'Apple ait jamais conçu""",1.0
95,iEGTwCkUU5Y,"Bonjour, merci beaucoup pour votre perspicacité ! Je suis dans la production vidéo, je travaille principalement sur Final Cut ! Pensez-vous que la version Pro Max avec 32 Go de RAM est suffisante pour avoir une fluidité parfaite pour un montage 4K avec une colorimétrie élevée, etc. ? Ou serait-il préférable de passer à la version 62 Go de RAM ? D'ailleurs je suis un peu perdu sur ce qui compte vraiment entre le nombre de RAM ou le fait que ce soit du M1 PRO ou du M1 MAX ? Merci d'avance pour vos commentaires.",1.0
96,iEGTwCkUU5Y,"Tout à fait d'accord sur le fait qu'il faut se projeter sur quelques années, personnellement j'ai opté pour le M1 pro 13 pouces alors que je visais le MacBook Air M1 pour remplacer ma version 2015 (ouf il était temps) et oui 6 ans de loyaux services. Si on pouvait le changer tous les 6 mois comme vous. Donc très bon conseil
Et la guitare qu'on en redemande à chaque vidéo, elle nous plonge dans une ambiance relaxante",1.0
97,iEGTwCkUU5Y,Surtout le prix,0.0
98,iEGTwCkUU5Y,"Pour votre information, concernant les menus plein écran, dans les paramètres ""dock et barre de menus"" en bas, vous devez cocher ""masquer/afficher automatiquement la barre de menus en plein écran"". Tadaaaaa. Bon l'encoche est toujours là mais personnellement, ça ne me dérange pas du tout. Au top tu es vidéo, continue comme ça",1.0
99,iEGTwCkUU5Y,Je n'aurai ce pc que lorsqu'il sera obsolète. Rien que par son prix. Pg,0.0
100,iEGTwCkUU5Y,"Merci pour vos 2 vidéos concernant les nouveaux MacBook pro 14 et 16, j'aimerais cependant avoir votre avis concernant l'aspect pratique au quotidien, à puissance égale opteriez-vous pour la version 16 ou 14 pouces ?",1.0
101,iEGTwCkUU5Y,"Bon après pour le passage avec le magsafe au pire tu prends un hub usb vers le caldigit ts3+, et hop tu as tous les ports qu'il te faut pour brancher tes 4 ssd externes (ce qui est son énorme).

#PowerUser",0.0
102,iEGTwCkUU5Y,"3:41 ""Les abrutis de ta race sont sortis...""",0.0
103,iEGTwCkUU5Y,"Juste une chose : le fond sonore est d'enfer, les petits bruits (ressemble à des sonneries de notification) rendent fou !",0.0
104,iEGTwCkUU5Y,"Bonjour jb, pourriez-vous faire une vidéo sur quels AirPods acheter fin 2021 (un comparatif AirPods 2.3 et pro) ce serait pour choisir lesquels acheter pour Noël svp
Sinon super vidéo",0.0
105,iEGTwCkUU5Y,"Ce n'est peut-être pas lié mais pensez-vous qu'Apple va sortir un nouveau casque pour remplacer celui qu'ils ont sorti il ​​y a un an ??? Si oui, quand sortira-t-il ?",0.0
106,iEGTwCkUU5Y,"Je pense que le M1 Max est pour ceux qui travaillent par exemple sur FCPX avec kazi uniquement des fichiers Raw (Pro Res), les autres M1 et M1 Pro le font sans pb",1.0
107,iEGTwCkUU5Y,"Le magsafe aurait été pertinent sur le MBP M1 13"", mais sur une machine vraiment dédiée aux pros il n'est pas très utile.",1.0
108,iEGTwCkUU5Y,Le I9 est bon même si je suis toujours sur core2duo,0.0
109,iEGTwCkUU5Y,J'aime quand tu testes des produits à la pomme car tu compares ceux destinés aux pros et lambda et c'est super.,0.0
110,iEGTwCkUU5Y,"Bonjour, tout d'abord félicitations pour votre chaîne YOUTUBE. J'ai une question sur le XDR, avez-vous déjà connecté un ordinateur portable Microsoft dessus ? Possède-t-il un MAC ? Donc pas compatible PC ? Merci d'avance pour vos commentaires.",1.0
111,iEGTwCkUU5Y,le youtubeur le plus objectif de France,0.0
112,iEGTwCkUU5Y,"C'est clair qu'on n'a pas tous les mêmes cadeaux pour Noël, mais au final l'écran est trop petit même s'il est de grande qualité, le clavier... Idem, pas de graveur blu-ray pour la 4k, tout est critique si justement cette machine n'est pas évolutive, à ce prix il n'y a même pas de recharge sans fil. Vous câblez un grand écran alors qu'un téléphone portable peut le faire sans fil. Y aurait-il des limites aux rendements des ports qui ne permettraient peut-être pas un transfert suffisant pour les reconvertir à un autre usage ? Montrez des images de fils qui traînent, pour ce prix... Bof",1.0
113,iEGTwCkUU5Y,Bonne vidéo mais par contre je ne crois pas que Centerstage soit disponible sur tous les iPads (IPad Air 4th),1.0
114,iEGTwCkUU5Y,"Merci pour votre vidéo ! Je reçois le mien d'ici janvier (2 mois de livraison...haha..), j'ai aussi pris la config max mais SSD 14 pouces 1To, et j'ai hâte. Déjà juste le temps de rendu de mes exports me fera gagner beaucoup de temps (actuellement je suis sur un MacBook Pro 2018, ça marche mais les limites sont tellement vite atteintes pour des projets pro).",1.0
115,iEGTwCkUU5Y,"Je ne suis pas du tout dans la clientèle d'un MacBook et pourtant je regarde cette vidéo du début à la fin avec grand plaisir pour la culture technologique, c'est à chaque fois un vrai plaisir d'apprendre avec vous. Merci !",0.0
116,iEGTwCkUU5Y,"Tu me rappelles un clochard devant McDonald's qui n'arrête pas de demander des choses, c'est très fatigant",0.0
117,iEGTwCkUU5Y,"Ce nouveau mac a l'air fou et je vais certainement l'acheter ! J'attendrai juste de le trouver d'occasion, sachant qu'Apple profite toujours de l'esclavage ouïghour. Je ne veux juste pas leur donner d'argent et je dois dire que je suis assez choqué que personne ne mentionne cela dans les commentaires...",0.0
118,iEGTwCkUU5Y,Donc l'iPad Pro M1 n'est plus puissant,0.0
119,iEGTwCkUU5Y,"Bonsoir cher monsieur, j'espère que vous allez bien ? s'il vous plait pouvez vous faire un tuto
Comment faire une vignette merci d'avance",0.0
120,iEGTwCkUU5Y,"Euuh..... comment agrandissez-vous la corbeille (en nombre de Go pas le logo) ? Parce que lorsque vous jetez ne serait-ce qu'un tout petit bout de vidéo... à 2,2 Go... ça hurle !
Eh bien la vidéo est sympa - sympa, mais ce n'est pas pour moa... le bijou coûte plus cher que ma voiture !",0.0
121,iEGTwCkUU5Y,5000 ????? Rien ne justifie un tel prix. C'est de pire en pire XD,0.0
122,iEGTwCkUU5Y,"Salut JB! Merci pour le morceau de guitare... Bonne vidéo ! J'ai commandé mon 16"" avec le SSD 10/32 - 32Go - 1To Je n'ai pas pris le 64Go car la mémoire n'est pas utilisée de la même manière que sur l'Intel, j'espère ne pas le regretter J'ai donc pris 32Go - en plus 1To c'est cool pour travailler puis exporter mon travail sur mes serveurs (j'ai un serveur avec 72To de stockage et un autre avec 25To)... Si j'ai bien compris on va avoir de la puissance à revendre... J'ai eu la même réflexion comme vous actuellement je travaille sur du 4k24ims en 422 - 10 bits, alors qu'il y a deux ans je faisais des vidéos en 1080, dieu sais ce que je ferai dans 2 ans ? Alors je me suis dit 10/32 c'est logiquement mieux que 10/ 24 - 32 Go de ram c'est mieux que 16 (sur le Mac mini 16 Go c'est un peu juste) donc normalement mon 16"" 10/32 -32 Go de ram avec un ssd de 1 To devrait faire l'affaire !
J'ai hâte que je reçoive ce pur-sang !
Cordialement
Michel du studio 69",1.0
123,iEGTwCkUU5Y,"5k€ mdr vaut mieux prendre un alienware x17 pour le même prix tu as 5x les performances facile que ce soit en stockage gpu en lecture tout en faisant
Vraiment mauvaise pomme toujours aussi chère si vous faites de l'édition 3d je vous recommande fortement un alienware vous avez de vrais gpus, ""m1 max no limit"" faites moi quelque chose en 3d vous et très apple je pense avoir fait une comparaison alienware vs apple pour voir ce que fait apple s'en fout de nous et le pire c qu'alienware et plus fin et un peu plus lourd",1.0
124,iEGTwCkUU5Y,"Entre 3000€ et 4000€, à ce prix, j'espère qu'il a une fonction coquine, xd",0.0
125,iEGTwCkUU5Y,"Le design du précédent Macbook Pro 16"" est bien plus agréable. Comme ses iPhones, Apple épaissit également ses Macbooks.",1.0
126,iEGTwCkUU5Y,"Par chance, la publicité qui coupe la vidéo est une publicité pour…..



Porsche, tout est expliqué",0.0
127,iEGTwCkUU5Y,"Vous êtes le seul à déplorer la perte d'un port Thunderbolt, et ça dans le monde pro ce n'est pas rien ! Merci bonne vidéo",0.0
128,AKE9EY2RGo4,"Bonjour, pourriez-vous faire une vidéo comparative entre l'iPhone 12 et le 13 mini svp car les deux sont au même prix et je ne sais pas lequel prendre ! Merci d'avance",0.0
129,AKE9EY2RGo4,"La plupart des ""nouveautés"" présentées sont déjà sur mon ZenFone 8 Flip sous Android 11... (comme l'épinglage du lecteur multimédia, le menu streamer, l'intégration de Lens dans l'appareil photo natif, la personnalisation de l'arrêt avec un double appui, longue... )",1.0
130,AKE9EY2RGo4,"Sur Samsung A52, la nouvelle version d'Android sera disponible quand ?",1.0
131,AKE9EY2RGo4,Le s21 ultra dispose-t-il également de ces options ?,1.0
132,AKE9EY2RGo4,Je n'ai jamais les vidéos YouTube dans l'interface multimédia du centre de contrôle. Cela fonctionne bien pour la musique Spotify cependant. Je dois faire quelque chose ? Merci d'avance et merci pour cette vidéo :),0.0
133,AKE9EY2RGo4,non,0.0
134,AKE9EY2RGo4,Vous auriez dû mentionner Bixby Routines cette option Samsung est incroyable,0.0
135,AKE9EY2RGo4,Ce n'est pas la même chose avec Samsung?,0.0
136,AKE9EY2RGo4,"bonjour excusez moi
Je voudrais vous demander je suis chez Apple mais je veux changer de téléphone (j'ai aussi un iPad)
Et j'hésite à aller chez Samsung mais j'ai lu que leur téléphone était en mise à jour depuis 3 ans (seulement)
j'ai un budget d'environ 300 a 450€ a prouver vous me conseillez merci d'avance",1.0
137,AKE9EY2RGo4,"J'aimerais que vous fassiez un sondage auprès de vos abonnés pour savoir s'il y en a qui n'utilisent pas de manchons de protection. Je dis ça parce que je l'ai toujours utilisé et j'ai toujours cassé mon téléphone au bout d'un an. Le seul que je n'ai pas cassé c'est mon pixel 5 et bizarrement je n'ai jamais mis de protection dessus. J'y fais donc beaucoup plus attention. Je trouve ridicule de fabriquer de beaux téléphones minces, d'utiliser cet argument de vente, puis de mettre un gros boîtier moche.",1.0
138,AKE9EY2RGo4,"2 autres astuces très intéressantes : dites à l'assistant Google Lire la page. Google lira une page Web entièrement à haute voix, ce qui est pratique lorsque vous souhaitez l'écouter tout en faisant autre chose. 2e conseils, nous pouvons copier et coller du texte dans un document sur un ordinateur, mac ou pc, si nous sommes connectés à notre compte avec Chrome. Vous copiez le nom de votre ordinateur, puis commandez C ou ctrl C sur l'ordinateur.",1.0
139,AKE9EY2RGo4,Existe-t-il une fonction pour indiquer la sélection ou non?,0.0
140,AKE9EY2RGo4,Ouais dans l'ensemble ils ont copié iOS… XD,0.0
141,AKE9EY2RGo4,#Palestine libre,0.0
142,AKE9EY2RGo4,Est-il possible de faire des enregistrements d'écran sur Netflix avec iOS ???,0.0
143,AKE9EY2RGo4,"Samsung a un mode beaucoup plus intéressant pour une utilisation à une main. Je ne trouve pas la vidéo très pratique car vous perdez des détails, etc. personnellement. Après pour l'activer c'est pareil.",1.0
144,AKE9EY2RGo4,L'astuce de l'interface Samsung offre une utilisation à une main pendant une longue période,0.0
145,AKE9EY2RGo4,"bonjour JB, merci pour ces astuces que certains je ne connaissais pas, c'est vrai que pour un assistant mobile comme le pixel 6 pour moi et android 12, ça marche comme des dieux. tu es toujours au top, continue comme ça !",1.0
146,AKE9EY2RGo4,Hey JB tu es un vrai génie !,0.0
